index,target
0,13.820047136715573
1,11.303197466071287
2,17.065021541628607
3,12.244245137837046
4,16.854498327992953
5,17.16754778729913
6,19.776763830317222
7,16.19813667111656
8,22.948402828008994
9,23.789348811897476
10,24.77790874001941
11,26.0156279539315
12,23.36967231761574
13,24.123805568789702
14,24.764851109608927
15,29.87898557053635
16,27.668532918684335
17,27.9232818341237
18,31.78962834756388
19,32.792366658233775
20,32.05166582653459
21,32.817679003908545
22,27.65777490424698
23,36.241993345876345
24,31.438961216332658
25,33.89810441027634
26,32.76639129581756
27,35.52428312824945
28,37.30514656946347
29,36.8393021189893
30,35.36662276961267
31,40.38057440278303
32,40.60923777074408
33,38.598966394396804
34,42.98748483060561
35,41.9740345144858
36,41.97389525361217
37,43.833593443201
38,45.84777888319506
39,46.73644436126612
40,50.24501426366899
41,53.12265458963101
42,55.18758291756513
43,55.051915460103274
44,54.54175358500368
45,54.98976152212699
46,58.23070720925385
47,56.33894594008276
48,60.68560850143971
49,59.96417464288885
50,61.28467787391369
51,62.3976835817269
52,65.49465897498254
53,67.94184701924145
54,68.2610179718175
55,69.90192729804215
56,70.0679742392192
57,71.03722695403856
58,67.19068065732345
59,76.33241852217952
60,75.29372676590474
61,72.94256182036933
62,72.48570362141724
63,75.16320585701938
64,72.78147427637865
65,76.10311348000565
66,76.27723279278402
67,76.48219535653264
68,78.69453632102174
69,81.62684869603166
70,79.4530942600954
71,75.9648518468269
72,82.22063334696796
73,78.27426937469217
74,80.16901343779676
75,83.1054579773965
76,85.71682681923156
77,82.71792519882924
78,85.89597330715817
79,85.82023545052694
80,84.96114674544128
81,90.81447163489416
82,91.4079651477015
83,93.40782331284635
84,92.31769421505064
85,93.46908049794176
86,94.33167628904468
87,93.22278140822809
88,92.68215598047021
89,98.3089159394163
90,100.47987470157717
91,105.42790742183976
92,102.1757579782678
93,104.34624675857684
94,107.58233596302996
95,110.23577359425066
96,109.63218035387106
97,111.02081850717578
98,110.75878043831169
99,110.78816897456777
100,109.78885770818387
101,115.85610538170485
102,110.58953295089403
103,114.86597421404072
104,115.84296678336685
105,115.96970031329973
106,117.3092059661257
107,119.41322366355885
108,120.5933156328906
109,122.33597068049349
110,121.48633481395018
111,120.0740664737952
112,123.08479779738289
113,121.37229629700322
114,125.82113560774128
115,126.33216991621988
116,122.19851902188456
117,128.43553359022152
118,125.23981828389734
119,127.2713055004135
120,128.93683312122957
121,129.51544320483984
122,125.75724444579903
123,128.08837596968706
124,133.393071513089
125,130.45467695488546
126,132.51354922399358
127,135.69087589293002
128,137.4302531813399
129,137.96693080594832
130,138.80752849388296
131,141.9052772638696
132,140.59425282116533
133,141.91148113815464
134,144.37816583989405
135,146.26075800970406
136,147.01598457265447
137,144.11175314242797
138,151.60735555435355
139,151.1764510996047
140,153.96640016562472
141,150.63124096753074
142,152.85063440709965
143,152.66153071317677
144,157.67974164853155
145,158.43621217786188
146,158.6038585013184
147,158.71562767231867
148,160.31020788427506
149,161.01760608853436
150,163.67078746178257
151,164.81565567413762
152,163.15689109717522
153,167.44376580224258
154,166.96948245167974
155,167.88821027764098
156,164.91087004844186
157,164.630917446745
158,170.3984775597432
159,168.25771299739773
160,167.0857593769801
161,164.30771532614887
162,167.44716683020658
163,172.6375714363155
164,169.25321272583338
165,171.7005967367234
166,170.97873918851113
167,171.08766111367416
168,176.2447658288975
169,174.89524234188664
170,176.94125157833741
171,179.18272025050538
172,177.07182816145857
173,182.41839740517707
174,182.73098123261656
175,181.67046285994368
176,184.32149318460446
177,182.0508446697581
178,186.40801389845845
179,188.16566852240226
180,190.13734973224425
181,194.9882735840771
182,193.14342435319526
183,190.85977004855647
184,192.5742165917349
185,196.4633429886232
186,199.36519080791263
187,200.39849923602682
188,201.82654824135912
189,200.79324548160378
190,202.8616007516301
191,201.04214884100816
192,204.61285496795045
193,203.5487430399498
194,204.5517889289929
195,206.68876097472724
196,207.29887205383056
197,209.57378776976398
198,211.04532431988568
199,211.38329327894127
200,213.50298625412648
201,208.68112550977767
202,213.43067120598243
203,214.3356018321817
204,209.18499916156074
205,212.68883055788774
206,212.16548362498494
207,210.75487424377408
208,211.34214928820745
209,216.33907718336246
210,217.19878106212218
211,218.7426575990328
212,219.9356185723894
213,214.96215581410988
214,220.27247068568516
215,222.2326150383347
216,219.54397800074676
217,219.74439784987257
