index,target
0,23.642657385198596
1,24.846870737838387
2,24.875991003660236
3,26.96289685150198
4,28.479263226472746
5,30.421540480348202
6,26.17804388633052
7,32.466383991043266
8,29.099977091862964
9,33.74372728353952
10,34.51009845736184
11,34.66690485485608
12,33.45117097204114
13,36.35385055177358
14,32.45561002765531
15,35.55824165169216
16,35.229420289560295
17,39.316073286561725
18,37.73031339449442
19,37.256043438468275
20,38.30550115356107
21,33.68161914939803
22,37.109029047406246
23,34.72070470637162
24,36.227354231066435
25,34.587214239194154
26,38.311264357534604
27,33.81005757072739
28,35.69810882558578
29,36.12131341214016
30,32.25216793132911
31,36.8426922958462
32,33.401088768700575
33,37.30491812670884
34,35.217882964390576
35,35.61432943450862
36,32.752306692473205
37,34.177663783458605
38,38.77715892896961
39,39.328179396787405
40,35.004109234422444
41,41.1600715320888
42,38.68027575752592
43,40.37888679330905
44,41.75192744048845
45,43.82482282832721
46,40.767120901126574
47,43.8066307767369
48,43.04771031468573
49,46.26197108223475
50,46.260848305805396
51,49.36484963164862
52,52.22466937791373
53,51.8982177127716
54,53.72535195793919
55,51.09747679930387
56,55.17139471811606
57,58.038017737568325
58,53.82410084362278
59,55.47028501193883
60,58.01142296678562
61,58.17665302352113
62,58.71907529051609
63,56.95276465869169
64,60.78445182178928
65,59.93919215258889
66,60.606126776721226
67,61.56759938389161
68,57.906774110736045
69,60.721875901051654
70,60.17548006011265
71,58.71767807382275
72,56.067589409776176
73,56.86669958695164
74,56.78558834289489
75,59.21882187690907
76,59.390394748990595
77,57.97534306402642
78,55.74038041817226
79,57.5687137895968
80,57.108685295131885
81,59.67926720855539
82,57.718040957987334
83,59.20936748507448
84,58.34429265323712
85,64.4663665277616
86,58.98816515577503
87,60.598084626026
88,59.38693450876282
89,58.274430364045955
90,59.699712241648385
91,62.259074209220806
92,64.38041813129259
93,65.56328972193677
94,66.0786396860156
95,67.07300994140908
96,68.66079602758902
97,69.71289116736003
98,67.02131051994654
99,70.2522920887206
100,70.97583227893539
101,74.6206117461738
102,75.95824346942597
103,74.54518707244742
104,79.6654893626357
105,81.50284377978974
106,80.72759721696345
107,82.14508242043006
108,79.22692656154146
109,81.75053170962664
110,80.83230977882751
111,80.50752228719188
112,85.70328555980515
113,81.91185503143451
114,82.16109821285123
115,83.0369789256829
116,80.42886858913398
117,83.58507651202586
118,81.74062095290043
119,77.03693073866627
120,83.58779664598237
121,81.07192286858995
122,79.3099109620896
123,82.47969894061933
124,80.78794971130507
125,83.2450553997274
126,81.9655444886801
127,81.38517444452539
128,79.17796572909202
129,82.53504042590279
130,80.4800034226297
131,84.48381271003876
132,81.3840347964203
133,82.74009012199906
134,81.27375876709337
135,80.11864763913844
136,81.57583068679682
137,86.62610194628151
138,87.36078541278007
139,83.87062883549851
140,89.33788806021704
141,88.52628696752708
142,88.96280996647587
143,90.03029167610072
144,89.75749955188692
145,92.20826915690986
146,95.81863868627767
147,95.56264540511285
148,93.58251272515224
149,96.37359297259877
150,98.48668218920116
151,101.04333126757079
152,98.78466306408563
153,99.07211065306923
154,102.632036710813
155,101.39938208142524
156,104.8247549388419
157,102.63477217600007
158,103.90636790803161
159,107.23411272925627
160,106.83881820075571
161,105.00851179087894
