index,target
0,59.30409066958456
1,57.05990012345818
2,52.490830437943124
3,59.458608995683626
4,59.717998311526564
5,57.38714158663312
6,59.2810332105937
7,59.810131048487726
8,57.5273998165304
9,59.62691852478591
10,57.98679401182605
11,63.625690130027664
12,61.31347281450977
13,61.94419787025734
14,64.60615380074069
15,63.58989761435606
16,61.34763274773382
17,63.45600165575836
18,67.8306408014489
19,62.15545161724283
20,62.99279636315224
21,66.78382574418035
22,62.52474648949029
23,66.4918181931892
24,63.93250817714615
25,67.86443240900275
26,67.0091095405334
27,68.64546384278204
28,62.94250742238494
29,65.06576445633264
30,66.01189852169877
31,66.73337660365085
32,67.75765595577127
33,66.16700800024525
34,67.38178211870537
35,71.66353998216566
36,72.74199377593983
37,69.60366769002813
38,69.45676080673024
39,72.36830379574555
40,72.04164850191123
41,73.67309184222752
42,69.8819466286982
43,74.10538342377451
44,69.38138648769723
45,70.10043227258284
46,72.90769806591618
47,72.83040235419487
48,68.98163377552662
49,75.54640000711983
50,75.57095181573317
51,75.31213080854707
52,73.61042521772326
53,75.25798801617
54,76.42841300969806
55,76.8921095106783
56,73.48568179672976
57,76.83948591223722
58,75.98422254270244
59,82.38120323786174
60,77.91052205362769
61,76.34344974007367
62,78.06692414713687
63,78.2119565109294
64,79.49459837903565
65,78.12939264419772
66,80.78100920282101
67,78.45722309024886
68,82.1661563309738
69,80.42838450494271
70,79.23796715622225
71,80.81123136658042
72,80.72036965435157
73,80.59216532266551
74,79.75525051029204
75,81.36996392023057
76,86.65383330413069
77,83.12308634953624
78,84.7005352367272
79,88.4237367360034
80,83.45888842851163
81,87.80007322762484
82,84.13915478110387
83,83.41236204668093
84,86.21980812640551
85,87.758777281353
86,86.78376215629719
87,86.16554726487233
88,82.83206917975002
89,89.83884817707462
90,86.31519161683745
91,88.59090653902734
92,92.04505107328245
93,86.88744912410628
94,91.80569140375964
95,89.93570440221264
96,90.19486638539368
97,90.84297275460911
98,92.69354924068766
99,88.28251622855137
100,91.3616825083076
101,93.12409082505556
102,95.87263753823242
103,93.26649160044076
104,93.69905952754705
105,93.98202513414381
106,93.21836886902031
107,97.8120589437675
108,96.1905314630387
109,96.6730277375711
110,97.38262878335641
111,95.67651301295777
112,95.87915289442978
113,93.64684895836423
114,93.17092756799377
115,97.76729306859826
116,100.57344316489784
117,103.32103758752729
118,99.40779062943656
119,94.94920454935563
120,103.32114211357289
121,100.1959681252956
122,100.11712500483566
123,101.62159515979212
124,102.99296022557535
125,100.20005844521582
126,99.24209045850586
127,101.83767455174778
128,101.99980671491426
129,106.02898670614405
130,102.17996974050544
131,101.32246617706959
132,102.75767378675592
133,104.20065904784751
134,99.51848009603059
135,103.81228949892426
136,103.39271433769599
137,100.91011998294798
138,100.77326209830063
139,107.87772063703329
140,105.17359114528927
141,105.4575301181915
142,107.60869354829796
143,104.62712944431286
144,108.16494919336357
145,105.08424008246172
146,103.45300436512747
147,109.38043168321542
148,105.8956034870376
149,110.2862198496239
150,106.34732968290749
151,110.15553259023923
152,108.70862015345794
153,109.2821095424424
154,113.36213546660628
155,109.78753641100005
156,110.73508875404399
157,110.82527096236554
158,114.27477468717608
159,113.42633427840006
160,114.99246178838163
161,111.05180998558885
162,112.03068345749527
163,115.88042104931237
164,116.21117885863083
165,113.78812837303327
166,113.20667175123734
167,120.61453815311224
168,112.12181772511994
169,117.68991810050844
